Points:0, Points:1, Points:2, scalars
0.15094E+04, 0.48427E+03, -0.11308E+04, 1
0.14944E+04, 0.13535E+03, -0.96541E+03, 1
0.15066E+04, 0.48946E+03, -0.10917E+04, 1
0.15054E+04, 0.48723E+03, -0.10476E+04, 1
0.14622E+04, 0.33499E+03, -0.96542E+03, 1
0.14707E+04, 0.33808E+03, -0.96293E+03, 1
0.14322E+04, 0.42172E+03, -0.95975E+03, 1
0.14742E+04, 0.34155E+03, -0.96392E+03, 1
0.14261E+04, 0.25282E+03, -0.96099E+03, 1
0.14626E+04, 0.38378E+03, -0.96528E+03, 1
0.14915E+04, 0.13887E+03, -0.96542E+03, 1
0.14615E+04, 0.44962E+03, -0.95996E+03, 1
0.14924E+04, 0.13251E+03, -0.96246E+03, 1
0.14489E+04, 0.22289E+03, -0.96251E+03, 1
0.14295E+04, 0.24623E+03, -0.96366E+03, 1
0.14435E+04, 0.23102E+03, -0.96049E+03, 1
0.15794E+04, -0.19936E+02, -0.96541E+03, 1
0.15065E+04, 0.48486E+03, -0.10215E+04, 1
0.15852E+04, -0.41171E+02, -0.97132E+03, 1
0.15903E+04, -0.42485E+02, -0.98487E+03, 1
0.14714E+04, 0.17150E+03, -0.96430E+03, 1
0.15075E+04, 0.48430E+03, -0.10896E+04, 1
0.14846E+04, 0.35462E+03, -0.96285E+03, 1
0.15307E+04, 0.69506E+02, -0.96550E+03, 1
0.15112E+04, 0.48715E+03, -0.11446E+04, 1
0.14921E+04, 0.47499E+03, -0.96520E+03, 1
0.15067E+04, 0.48468E+03, -0.10029E+04, 1
0.15429E+04, 0.53378E+02, -0.96214E+03, 1
0.14711E+04, 0.45386E+03, -0.96506E+03, 1
0.14306E+04, 0.25477E+03, -0.96068E+03, 1
0.14212E+04, 0.26329E+03, -0.96007E+03, 1
0.14686E+04, 0.37676E+03, -0.95968E+03, 1
0.14871E+04, 0.46888E+03, -0.96547E+03, 1
0.15107E+04, 0.48531E+03, -0.10483E+04, 1
0.14742E+04, 0.34712E+03, -0.96010E+03, 1
0.14342E+04, 0.31096E+03, -0.95959E+03, 1
0.14807E+04, 0.15336E+03, -0.96275E+03, 1
0.14838E+04, 0.46368E+03, -0.96042E+03, 1
0.15907E+04, -0.39044E+02, -0.96263E+03, 1
0.15379E+04, 0.53398E+02, -0.95993E+03, 1
0.15173E+04, 0.90631E+02, -0.95991E+03, 1
0.15894E+04, -0.37854E+02, -0.10671E+04, 1
0.14370E+04, 0.42799E+03, -0.96536E+03, 1
0.14979E+04, 0.47869E+03, -0.95952E+03, 1
0.14594E+04, 0.44430E+03, -0.95990E+03, 1
0.15112E+04, 0.48601E+03, -0.10292E+04, 1
0.15085E+04, 0.49007E+03, -0.10399E+04, 1
0.14780E+04, 0.46207E+03, -0.96544E+03, 1
0.14623E+04, 0.33142E+03, -0.96128E+03, 1
0.15294E+04, 0.77911E+02, -0.96220E+03, 1
0.15879E+04, -0.37587E+02, -0.98624E+03, 1
0.15127E+04, 0.96993E+02, -0.96068E+03, 1
0.14414E+04, 0.32110E+03, -0.96162E+03, 1
0.15910E+04, -0.39863E+02, -0.10247E+04, 1
0.15087E+04, 0.49005E+03, -0.98572E+03, 1
0.14703E+04, 0.37205E+03, -0.96107E+03, 1
0.15855E+04, -0.39054E+02, -0.98803E+03, 1
0.14658E+04, 0.45000E+03, -0.96529E+03, 1
0.15113E+04, 0.48751E+03, -0.11321E+04, 1
0.14679E+04, 0.18354E+03, -0.96541E+03, 1
0.15041E+04, 0.48489E+03, -0.96531E+03, 1
0.15108E+04, 0.48540E+03, -0.10487E+04, 1
0.15178E+04, 0.98749E+02, -0.96199E+03, 1
0.14976E+04, 0.13183E+03, -0.95983E+03, 1
0.14434E+04, 0.22913E+03, -0.96522E+03, 1
0.15902E+04, -0.38387E+02, -0.10367E+04, 1
0.14666E+04, 0.19092E+03, -0.96202E+03, 1
0.15373E+04, 0.53157E+02, -0.96456E+03, 1
0.14730E+04, 0.37111E+03, -0.96526E+03, 1
0.15054E+04, 0.48712E+03, -0.99316E+03, 1
0.15234E+04, 0.88305E+02, -0.96150E+03, 1
0.14124E+04, 0.29689E+03, -0.96220E+03, 1
0.14607E+04, 0.19239E+03, -0.96003E+03, 1
0.14487E+04, 0.43750E+03, -0.95954E+03, 1
0.15503E+04, 0.39598E+02, -0.96132E+03, 1
0.14228E+04, 0.26964E+03, -0.96357E+03, 1
0.14294E+04, 0.30828E+03, -0.96541E+03, 1
0.14855E+04, 0.46832E+03, -0.95954E+03, 1
0.15774E+04, -0.90080E+01, -0.96197E+03, 1
0.14374E+04, 0.41159E+03, -0.96413E+03, 1
0.14242E+04, 0.29941E+03, -0.96358E+03, 1
