Points:0, Points:1, Points:2, scalars
0.15063E+04, 0.49054E+03, -0.11477E+04, 1
0.15722E+04, -0.10282E+02, -0.96368E+03, 1
0.15863E+04, -0.40618E+02, -0.96331E+03, 1
0.15107E+04, 0.48564E+03, -0.10746E+04, 1
0.15137E+04, 0.95022E+02, -0.96266E+03, 1
0.14680E+04, 0.45449E+03, -0.96345E+03, 1
0.14311E+04, 0.42101E+03, -0.96242E+03, 1
0.15874E+04, -0.39630E+02, -0.10248E+04, 1
0.14492E+04, 0.21712E+03, -0.96402E+03, 1
0.14656E+04, 0.19088E+03, -0.96417E+03, 1
0.15898E+04, -0.38406E+02, -0.10592E+04, 1
0.14231E+04, 0.26603E+03, -0.96386E+03, 1
0.14704E+04, 0.45429E+03, -0.96522E+03, 1
0.14982E+04, 0.49883E+03, -0.11510E+04, 1
0.14128E+04, 0.27988E+03, -0.96325E+03, 1
0.14990E+04, 0.12722E+03, -0.96114E+03, 1
0.15503E+04, 0.34218E+02, -0.95968E+03, 1
0.15057E+04, 0.11391E+03, -0.96214E+03, 1
0.15886E+04, -0.42209E+02, -0.10524E+04, 1
0.15590E+04, 0.16058E+02, -0.95999E+03, 1
0.15093E+04, 0.48730E+03, -0.97262E+03, 1
0.15873E+04, -0.39669E+02, -0.10332E+04, 1
0.14178E+04, 0.26888E+03, -0.96204E+03, 1
0.14406E+04, 0.43190E+03, -0.96232E+03, 1
0.14584E+04, 0.33356E+03, -0.96321E+03, 1
0.15069E+04, 0.48735E+03, -0.97987E+03, 1
0.15713E+04, 0.13305E+01, -0.96386E+03, 1
0.14784E+04, 0.46432E+03, -0.96225E+03, 1
0.14681E+04, 0.18751E+03, -0.96408E+03, 1
0.15080E+04, 0.48466E+03, -0.10128E+04, 1
0.15874E+04, -0.38502E+02, -0.10569E+04, 1
0.14957E+04, 0.47311E+03, -0.96320E+03, 1
0.14951E+04, 0.47956E+03, -0.96343E+03, 1
0.15823E+04, -0.22318E+02, -0.96050E+03, 1
0.15099E+04, 0.48857E+03, -0.99874E+03, 1
0.15875E+04, -0.39493E+02, -0.10039E+04, 1
0.15881E+04, -0.39563E+02, -0.10121E+04, 1
0.14088E+04, 0.28724E+03, -0.96469E+03, 1
0.14525E+04, 0.21047E+03, -0.96014E+03, 1
0.15354E+04, 0.64642E+02, -0.96280E+03, 1
0.14463E+04, 0.22047E+03, -0.96392E+03, 1
0.15881E+04, -0.43187E+02, -0.10499E+04, 1
